# Terrain overflow check: blend.terrain.y-range.max=301 (pack-configured)
# Tiles: 200x200, seed: 1, pack: CHIMERA
# Positions where terrain.sampler + terrain.sampler-2d density > 0 at y=301
x=35700 z=31188 y=301 biome=BITTER_HEIGHTS density=14.013736
x=35704 z=31188 y=301 biome=BITTER_HEIGHTS density=5.182240
x=35692 z=31192 y=301 biome=BITTER_HEIGHTS density=7.829680
x=35696 z=31192 y=301 biome=BITTER_HEIGHTS density=13.110623
x=35700 z=31192 y=301 biome=BITTER_HEIGHTS density=9.234187
x=35704 z=31192 y=301 biome=BITTER_HEIGHTS density=1.982008
x=35688 z=31196 y=301 biome=BITTER_HEIGHTS density=1.262091
x=35692 z=31196 y=301 biome=BITTER_HEIGHTS density=10.197592
x=35696 z=31196 y=301 biome=BITTER_HEIGHTS density=7.962621
x=35700 z=31196 y=301 biome=BITTER_HEIGHTS density=1.013913
x=35688 z=31200 y=301 biome=BITTER_HEIGHTS density=0.599938
x=35692 z=31200 y=301 biome=BITTER_HEIGHTS density=3.251119
x=88128 z=13020 y=301 biome=WOODED_BUTTES density=0.792729
x=88112 z=13028 y=301 biome=WOODED_BUTTES density=1.466058
x=88116 z=13028 y=301 biome=WOODED_BUTTES density=1.475856
x=88112 z=13032 y=301 biome=WOODED_BUTTES density=2.379162
x=88116 z=13036 y=301 biome=WOODED_BUTTES density=1.743913
x=39756 z=97068 y=301 biome=DIKSAM_PLATEAU density=1.793460
x=39760 z=97068 y=301 biome=DIKSAM_PLATEAU density=3.638630
x=39764 z=97068 y=301 biome=DIKSAM_PLATEAU density=5.298301
x=39768 z=97068 y=301 biome=DIKSAM_PLATEAU density=1.258407
x=39756 z=97072 y=301 biome=DIKSAM_PLATEAU density=4.500946
x=39760 z=97072 y=301 biome=DIKSAM_PLATEAU density=7.188410
x=39764 z=97072 y=301 biome=DIKSAM_PLATEAU density=6.870801
x=39768 z=97072 y=301 biome=DIKSAM_PLATEAU density=6.345095
x=39772 z=97072 y=301 biome=DIKSAM_PLATEAU density=3.688853
x=39776 z=97072 y=301 biome=DIKSAM_PLATEAU density=0.377024
x=39744 z=97076 y=301 biome=DIKSAM_PLATEAU density=0.879613
x=39748 z=97076 y=301 biome=DIKSAM_PLATEAU density=1.049050
x=39752 z=97076 y=301 biome=DIKSAM_PLATEAU density=1.014531
x=39756 z=97076 y=301 biome=DIKSAM_PLATEAU density=2.596353
x=39760 z=97076 y=301 biome=DIKSAM_PLATEAU density=5.962748
x=39764 z=97076 y=301 biome=DIKSAM_PLATEAU density=8.430558
x=39768 z=97076 y=301 biome=DIKSAM_PLATEAU density=7.830463
x=39772 z=97076 y=301 biome=DIKSAM_PLATEAU density=8.457627
x=39776 z=97076 y=301 biome=DIKSAM_PLATEAU density=7.917152
x=39780 z=97076 y=301 biome=DIKSAM_PLATEAU density=6.894577
x=39784 z=97076 y=301 biome=DIKSAM_PLATEAU density=3.082243
x=39788 z=97076 y=301 biome=DIKSAM_PLATEAU density=0.570049
x=39736 z=97080 y=301 biome=DIKSAM_PLATEAU density=1.983084
x=39740 z=97080 y=301 biome=DIKSAM_PLATEAU density=3.244655
x=39744 z=97080 y=301 biome=DIKSAM_PLATEAU density=5.616953
x=39748 z=97080 y=301 biome=DIKSAM_PLATEAU density=5.104092
x=39752 z=97080 y=301 biome=DIKSAM_PLATEAU density=2.513083
x=39756 z=97080 y=301 biome=DIKSAM_PLATEAU density=2.922599
x=39760 z=97080 y=301 biome=DIKSAM_PLATEAU density=6.955215
x=39764 z=97080 y=301 biome=DIKSAM_PLATEAU density=10.819987
x=39768 z=97080 y=301 biome=DIKSAM_PLATEAU density=13.627573
x=39772 z=97080 y=301 biome=DIKSAM_PLATEAU density=15.172238
x=39776 z=97080 y=301 biome=DIKSAM_PLATEAU density=14.538439
x=39780 z=97080 y=301 biome=DIKSAM_PLATEAU density=13.492272
x=39784 z=97080 y=301 biome=DIKSAM_PLATEAU density=9.786159
x=39788 z=97080 y=301 biome=DIKSAM_PLATEAU density=6.366612
x=39792 z=97080 y=301 biome=DIKSAM_PLATEAU density=0.875310
x=39732 z=97084 y=301 biome=DIKSAM_PLATEAU density=0.434630
x=39736 z=97084 y=301 biome=DIKSAM_PLATEAU density=3.571818
x=39740 z=97084 y=301 biome=DIKSAM_PLATEAU density=5.611997
x=39744 z=97084 y=301 biome=DIKSAM_PLATEAU density=7.688182
x=39748 z=97084 y=301 biome=DIKSAM_PLATEAU density=7.073506
x=39752 z=97084 y=301 biome=DIKSAM_PLATEAU density=4.339332
x=39756 z=97084 y=301 biome=DIKSAM_PLATEAU density=4.876689
x=39760 z=97084 y=301 biome=DIKSAM_PLATEAU density=8.926958
x=39764 z=97084 y=301 biome=DIKSAM_PLATEAU density=12.507275
x=39768 z=97084 y=301 biome=DIKSAM_PLATEAU density=17.584950
x=39772 z=97084 y=301 biome=DIKSAM_PLATEAU density=19.925634
x=39776 z=97084 y=301 biome=DIKSAM_PLATEAU density=17.451185
x=39780 z=97084 y=301 biome=DIKSAM_PLATEAU density=15.598898
x=39784 z=97084 y=301 biome=DIKSAM_PLATEAU density=13.754962
x=39788 z=97084 y=301 biome=DIKSAM_PLATEAU density=10.770397
x=39792 z=97084 y=301 biome=DIKSAM_PLATEAU density=7.193741
x=39796 z=97084 y=301 biome=DIKSAM_PLATEAU density=3.127826
x=39728 z=97088 y=301 biome=DIKSAM_PLATEAU density=1.293242
x=39732 z=97088 y=301 biome=DIKSAM_PLATEAU density=4.445180
x=39736 z=97088 y=301 biome=DIKSAM_PLATEAU density=7.779310
x=39740 z=97088 y=301 biome=DIKSAM_PLATEAU density=8.400957
x=39744 z=97088 y=301 biome=DIKSAM_PLATEAU density=7.648558
x=39748 z=97088 y=301 biome=DIKSAM_PLATEAU density=5.862724
x=39752 z=97088 y=301 biome=DIKSAM_PLATEAU density=6.350816
x=39756 z=97088 y=301 biome=DIKSAM_PLATEAU density=8.656579
x=39760 z=97088 y=301 biome=DIKSAM_PLATEAU density=11.098820
x=39764 z=97088 y=301 biome=DIKSAM_PLATEAU density=14.088681
x=39768 z=97088 y=301 biome=DIKSAM_PLATEAU density=19.316554
x=39772 z=97088 y=301 biome=DIKSAM_PLATEAU density=20.542111
x=39776 z=97088 y=301 biome=DIKSAM_PLATEAU density=19.123673
x=39780 z=97088 y=301 biome=DIKSAM_PLATEAU density=17.543441
x=39784 z=97088 y=301 biome=DIKSAM_PLATEAU density=15.902573
x=39788 z=97088 y=301 biome=DIKSAM_PLATEAU density=14.182145
x=39792 z=97088 y=301 biome=DIKSAM_PLATEAU density=12.840341
x=39796 z=97088 y=301 biome=DIKSAM_PLATEAU density=6.896907
x=39800 z=97088 y=301 biome=DIKSAM_PLATEAU density=5.159183
x=39804 z=97088 y=301 biome=DIKSAM_PLATEAU density=1.799510
x=39732 z=97092 y=301 biome=DIKSAM_PLATEAU density=1.643276
x=39736 z=97092 y=301 biome=DIKSAM_PLATEAU density=5.097942
x=39740 z=97092 y=301 biome=DIKSAM_PLATEAU density=5.942189
x=39744 z=97092 y=301 biome=DIKSAM_PLATEAU density=6.114600
x=39748 z=97092 y=301 biome=DIKSAM_PLATEAU density=6.051349
x=39752 z=97092 y=301 biome=DIKSAM_PLATEAU density=8.716251
x=39756 z=97092 y=301 biome=DIKSAM_PLATEAU density=11.214498
x=39760 z=97092 y=301 biome=DIKSAM_PLATEAU density=12.460432
x=39764 z=97092 y=301 biome=DIKSAM_PLATEAU density=16.063387
x=39768 z=97092 y=301 biome=DIKSAM_PLATEAU density=20.673914
x=39772 z=97092 y=301 biome=DIKSAM_PLATEAU density=21.297968
x=39776 z=97092 y=301 biome=DIKSAM_PLATEAU density=21.115926
x=39780 z=97092 y=301 biome=DIKSAM_PLATEAU density=20.383346
x=39784 z=97092 y=301 biome=DIKSAM_PLATEAU density=18.064403
x=39788 z=97092 y=301 biome=DIKSAM_PLATEAU density=16.805032
x=39792 z=97092 y=301 biome=DIKSAM_PLATEAU density=15.302326
x=39796 z=97092 y=301 biome=DIKSAM_PLATEAU density=9.427662
x=39800 z=97092 y=301 biome=DIKSAM_PLATEAU density=8.546078
x=39804 z=97092 y=301 biome=DIKSAM_PLATEAU density=5.886908
x=39808 z=97092 y=301 biome=DIKSAM_PLATEAU density=0.162875
x=39736 z=97096 y=301 biome=DIKSAM_PLATEAU density=1.989732
x=39740 z=97096 y=301 biome=DIKSAM_PLATEAU density=5.036209
x=39744 z=97096 y=301 biome=DIKSAM_PLATEAU density=4.184167
x=39748 z=97096 y=301 biome=DIKSAM_PLATEAU density=3.312030
x=39752 z=97096 y=301 biome=DIKSAM_PLATEAU density=6.989495
x=39756 z=97096 y=301 biome=DIKSAM_PLATEAU density=14.093885
x=39760 z=97096 y=301 biome=DIKSAM_PLATEAU density=16.361457
x=39764 z=97096 y=301 biome=DIKSAM_PLATEAU density=18.913202
x=39768 z=97096 y=301 biome=DIKSAM_PLATEAU density=22.871395
x=39772 z=97096 y=301 biome=DIKSAM_PLATEAU density=22.731908
x=39776 z=97096 y=301 biome=DIKSAM_PLATEAU density=22.634479
x=39780 z=97096 y=301 biome=DIKSAM_PLATEAU density=21.384831
x=39784 z=97096 y=301 biome=DIKSAM_PLATEAU density=19.634421
x=39788 z=97096 y=301 biome=DIKSAM_PLATEAU density=18.762817
x=39792 z=97096 y=301 biome=DIKSAM_PLATEAU density=15.996812
x=39796 z=97096 y=301 biome=DIKSAM_PLATEAU density=12.101957
x=39800 z=97096 y=301 biome=DIKSAM_PLATEAU density=10.583431
x=39804 z=97096 y=301 biome=DIKSAM_PLATEAU density=8.330916
x=39808 z=97096 y=301 biome=DIKSAM_PLATEAU density=2.964042
x=39748 z=97100 y=301 biome=DIKSAM_PLATEAU density=7.731975
x=39752 z=97100 y=301 biome=DIKSAM_PLATEAU density=10.680931
x=39756 z=97100 y=301 biome=DIKSAM_PLATEAU density=16.179847
x=39760 z=97100 y=301 biome=DIKSAM_PLATEAU density=20.665395
x=39764 z=97100 y=301 biome=DIKSAM_PLATEAU density=21.383707
x=39768 z=97100 y=301 biome=DIKSAM_PLATEAU density=23.259589
x=39772 z=97100 y=301 biome=DIKSAM_PLATEAU density=23.428606
x=39776 z=97100 y=301 biome=DIKSAM_PLATEAU density=24.458333
x=39780 z=97100 y=301 biome=DIKSAM_PLATEAU density=22.965483
x=39784 z=97100 y=301 biome=DIKSAM_PLATEAU density=19.890562
x=39788 z=97100 y=301 biome=DIKSAM_PLATEAU density=19.003019
x=39792 z=97100 y=301 biome=DIKSAM_PLATEAU density=17.156735
x=39796 z=97100 y=301 biome=DIKSAM_PLATEAU density=14.257935
x=39800 z=97100 y=301 biome=DIKSAM_PLATEAU density=11.736076
x=39804 z=97100 y=301 biome=DIKSAM_PLATEAU density=8.908410
x=39808 z=97100 y=301 biome=DIKSAM_PLATEAU density=4.287572
x=39812 z=97100 y=301 biome=DIKSAM_PLATEAU density=1.833182
x=39816 z=97100 y=301 biome=DIKSAM_PLATEAU density=1.040799
x=39744 z=97104 y=301 biome=DIKSAM_PLATEAU density=5.865669
x=39748 z=97104 y=301 biome=DIKSAM_PLATEAU density=9.758266
x=39752 z=97104 y=301 biome=DIKSAM_PLATEAU density=12.821874
x=39756 z=97104 y=301 biome=DIKSAM_PLATEAU density=16.995729
x=39760 z=97104 y=301 biome=DIKSAM_PLATEAU density=20.865971
x=39764 z=97104 y=301 biome=DIKSAM_PLATEAU density=21.167559
x=39768 z=97104 y=301 biome=DIKSAM_PLATEAU density=22.201173
x=39772 z=97104 y=301 biome=DIKSAM_PLATEAU density=22.769504
x=39776 z=97104 y=301 biome=DIKSAM_PLATEAU density=24.328475
x=39780 z=97104 y=301 biome=DIKSAM_PLATEAU density=24.378315
x=39784 z=97104 y=301 biome=DIKSAM_PLATEAU density=21.924695
x=39788 z=97104 y=301 biome=DIKSAM_PLATEAU density=20.352107
x=39792 z=97104 y=301 biome=DIKSAM_PLATEAU density=19.387388
x=39796 z=97104 y=301 biome=DIKSAM_PLATEAU density=15.822626
x=39800 z=97104 y=301 biome=DIKSAM_PLATEAU density=12.792113
x=39804 z=97104 y=301 biome=DIKSAM_PLATEAU density=11.273523
x=39808 z=97104 y=301 biome=DIKSAM_PLATEAU density=8.588703
x=39812 z=97104 y=301 biome=DIKSAM_PLATEAU density=5.466609
x=39816 z=97104 y=301 biome=DIKSAM_PLATEAU density=3.589382
x=39820 z=97104 y=301 biome=DIKSAM_PLATEAU density=1.381865
x=39824 z=97104 y=301 biome=DIKSAM_PLATEAU density=1.330679
x=39828 z=97104 y=301 biome=DIKSAM_PLATEAU density=0.425036
x=39744 z=97108 y=301 biome=DIKSAM_PLATEAU density=5.099179
x=39748 z=97108 y=301 biome=DIKSAM_PLATEAU density=10.840000
x=39752 z=97108 y=301 biome=DIKSAM_PLATEAU density=13.809357
x=39756 z=97108 y=301 biome=DIKSAM_PLATEAU density=16.094457
x=39760 z=97108 y=301 biome=DIKSAM_PLATEAU density=17.832035
x=39764 z=97108 y=301 biome=DIKSAM_PLATEAU density=17.749136
x=39768 z=97108 y=301 biome=DIKSAM_PLATEAU density=18.593226
x=39772 z=97108 y=301 biome=DIKSAM_PLATEAU density=21.391100
x=39776 z=97108 y=301 biome=DIKSAM_PLATEAU density=23.516186
x=39780 z=97108 y=301 biome=DIKSAM_PLATEAU density=24.483785
x=39784 z=97108 y=301 biome=DIKSAM_PLATEAU density=23.608891
x=39788 z=97108 y=301 biome=DIKSAM_PLATEAU density=22.832693
x=39792 z=97108 y=301 biome=DIKSAM_PLATEAU density=21.961628
x=39796 z=97108 y=301 biome=DIKSAM_PLATEAU density=16.811178
x=39800 z=97108 y=301 biome=DIKSAM_PLATEAU density=13.855071
x=39804 z=97108 y=301 biome=DIKSAM_PLATEAU density=14.657606
x=39808 z=97108 y=301 biome=DIKSAM_PLATEAU density=12.650740
x=39812 z=97108 y=301 biome=DIKSAM_PLATEAU density=9.745791
x=39816 z=97108 y=301 biome=DIKSAM_PLATEAU density=7.647325
x=39820 z=97108 y=301 biome=DIKSAM_PLATEAU density=5.196985
x=39824 z=97108 y=301 biome=DIKSAM_PLATEAU density=5.122838
x=39828 z=97108 y=301 biome=DIKSAM_PLATEAU density=3.560506
x=39832 z=97108 y=301 biome=DIKSAM_PLATEAU density=1.319389
x=39744 z=97112 y=301 biome=DIKSAM_PLATEAU density=2.359755
x=39748 z=97112 y=301 biome=DIKSAM_PLATEAU density=9.342268
x=39752 z=97112 y=301 biome=DIKSAM_PLATEAU density=12.120492
x=39756 z=97112 y=301 biome=DIKSAM_PLATEAU density=12.040076
x=39760 z=97112 y=301 biome=DIKSAM_PLATEAU density=13.229608
x=39764 z=97112 y=301 biome=DIKSAM_PLATEAU density=12.818532
x=39768 z=97112 y=301 biome=DIKSAM_PLATEAU density=14.788719
x=39772 z=97112 y=301 biome=DIKSAM_PLATEAU density=19.641466
x=39776 z=97112 y=301 biome=DIKSAM_PLATEAU density=22.857878
x=39780 z=97112 y=301 biome=DIKSAM_PLATEAU density=24.084769
x=39784 z=97112 y=301 biome=DIKSAM_PLATEAU density=24.025102
x=39788 z=97112 y=301 biome=DIKSAM_PLATEAU density=22.362631
x=39792 z=97112 y=301 biome=DIKSAM_PLATEAU density=20.828613
x=39796 z=97112 y=301 biome=DIKSAM_PLATEAU density=16.964067
x=39800 z=97112 y=301 biome=DIKSAM_PLATEAU density=15.187423
x=39804 z=97112 y=301 biome=DIKSAM_PLATEAU density=14.473832
x=39808 z=97112 y=301 biome=DIKSAM_PLATEAU density=12.574100
x=39812 z=97112 y=301 biome=DIKSAM_PLATEAU density=11.348839
x=39816 z=97112 y=301 biome=DIKSAM_PLATEAU density=10.421818
x=39820 z=97112 y=301 biome=DIKSAM_PLATEAU density=8.300860
x=39824 z=97112 y=301 biome=DIKSAM_PLATEAU density=8.349320
x=39828 z=97112 y=301 biome=DIKSAM_PLATEAU density=7.614389
x=39832 z=97112 y=301 biome=DIKSAM_PLATEAU density=4.575703
x=39836 z=97112 y=301 biome=DIKSAM_PLATEAU density=2.255465
x=39840 z=97112 y=301 biome=DIKSAM_PLATEAU density=0.503101
x=39860 z=97112 y=301 biome=DIKSAM_PLATEAU density=2.947487
x=39744 z=97116 y=301 biome=DIKSAM_PLATEAU density=0.606422
x=39748 z=97116 y=301 biome=DIKSAM_PLATEAU density=4.310351
x=39752 z=97116 y=301 biome=DIKSAM_PLATEAU density=3.771738
x=39756 z=97116 y=301 biome=DIKSAM_PLATEAU density=3.906701
x=39760 z=97116 y=301 biome=DIKSAM_PLATEAU density=5.788970
x=39764 z=97116 y=301 biome=DIKSAM_PLATEAU density=8.933018
x=39768 z=97116 y=301 biome=DIKSAM_PLATEAU density=10.821489
x=39772 z=97116 y=301 biome=DIKSAM_PLATEAU density=17.132531
x=39776 z=97116 y=301 biome=DIKSAM_PLATEAU density=21.419758
x=39780 z=97116 y=301 biome=DIKSAM_PLATEAU density=22.806047
x=39784 z=97116 y=301 biome=DIKSAM_PLATEAU density=22.988980
x=39788 z=97116 y=301 biome=DIKSAM_PLATEAU density=20.912915
x=39792 z=97116 y=301 biome=DIKSAM_PLATEAU density=18.202982
x=39796 z=97116 y=301 biome=DIKSAM_PLATEAU density=13.805062
x=39800 z=97116 y=301 biome=DIKSAM_PLATEAU density=10.434154
x=39804 z=97116 y=301 biome=DIKSAM_PLATEAU density=10.266213
x=39808 z=97116 y=301 biome=DIKSAM_PLATEAU density=9.044326
x=39812 z=97116 y=301 biome=DIKSAM_PLATEAU density=9.936241
x=39816 z=97116 y=301 biome=DIKSAM_PLATEAU density=10.328490
x=39820 z=97116 y=301 biome=DIKSAM_PLATEAU density=9.583005
x=39824 z=97116 y=301 biome=DIKSAM_PLATEAU density=9.393825
x=39828 z=97116 y=301 biome=DIKSAM_PLATEAU density=8.802493
x=39832 z=97116 y=301 biome=DIKSAM_PLATEAU density=6.817424
x=39836 z=97116 y=301 biome=DIKSAM_PLATEAU density=5.558904
x=39840 z=97116 y=301 biome=DIKSAM_PLATEAU density=4.382636
x=39844 z=97116 y=301 biome=DIKSAM_PLATEAU density=1.759345
x=39864 z=97116 y=301 biome=DIKSAM_PLATEAU density=0.493075
x=39768 z=97120 y=301 biome=DIKSAM_PLATEAU density=6.792503
x=39772 z=97120 y=301 biome=DIKSAM_PLATEAU density=12.686926
x=39776 z=97120 y=301 biome=DIKSAM_PLATEAU density=18.530992
x=39780 z=97120 y=301 biome=DIKSAM_PLATEAU density=19.377020
x=39784 z=97120 y=301 biome=DIKSAM_PLATEAU density=19.341427
x=39788 z=97120 y=301 biome=DIKSAM_PLATEAU density=18.021147
x=39792 z=97120 y=301 biome=DIKSAM_PLATEAU density=15.760237
x=39796 z=97120 y=301 biome=DIKSAM_PLATEAU density=10.093758
x=39800 z=97120 y=301 biome=DIKSAM_PLATEAU density=4.112323
x=39804 z=97120 y=301 biome=DIKSAM_PLATEAU density=3.223864
x=39808 z=97120 y=301 biome=DIKSAM_PLATEAU density=3.568956
x=39812 z=97120 y=301 biome=DIKSAM_PLATEAU density=5.492176
x=39816 z=97120 y=301 biome=DIKSAM_PLATEAU density=7.472792
x=39820 z=97120 y=301 biome=DIKSAM_PLATEAU density=8.225320
x=39824 z=97120 y=301 biome=DIKSAM_PLATEAU density=7.646933
x=39828 z=97120 y=301 biome=DIKSAM_PLATEAU density=6.458680
x=39832 z=97120 y=301 biome=DIKSAM_PLATEAU density=5.331411
x=39836 z=97120 y=301 biome=DIKSAM_PLATEAU density=4.437417
x=39840 z=97120 y=301 biome=DIKSAM_PLATEAU density=3.914955
x=39844 z=97120 y=301 biome=DIKSAM_PLATEAU density=2.867908
x=39848 z=97120 y=301 biome=DIKSAM_PLATEAU density=1.594626
x=39768 z=97124 y=301 biome=DIKSAM_PLATEAU density=0.748189
x=39772 z=97124 y=301 biome=DIKSAM_PLATEAU density=8.436123
x=39776 z=97124 y=301 biome=DIKSAM_PLATEAU density=13.545701
x=39780 z=97124 y=301 biome=DIKSAM_PLATEAU density=15.747156
x=39784 z=97124 y=301 biome=DIKSAM_PLATEAU density=15.544139
x=39788 z=97124 y=301 biome=DIKSAM_PLATEAU density=15.097577
x=39792 z=97124 y=301 biome=DIKSAM_PLATEAU density=12.599006
x=39796 z=97124 y=301 biome=DIKSAM_PLATEAU density=5.011998
x=39812 z=97124 y=301 biome=DIKSAM_PLATEAU density=1.515110
x=39816 z=97124 y=301 biome=DIKSAM_PLATEAU density=5.139877
x=39820 z=97124 y=301 biome=DIKSAM_PLATEAU density=6.299008
x=39824 z=97124 y=301 biome=DIKSAM_PLATEAU density=6.405025
x=39828 z=97124 y=301 biome=DIKSAM_PLATEAU density=5.537707
x=39832 z=97124 y=301 biome=DIKSAM_PLATEAU density=3.324069
x=39836 z=97124 y=301 biome=DIKSAM_PLATEAU density=1.658607
x=39840 z=97124 y=301 biome=DIKSAM_PLATEAU density=1.302892
x=39844 z=97124 y=301 biome=DIKSAM_PLATEAU density=1.946626
x=39848 z=97124 y=301 biome=DIKSAM_PLATEAU density=2.253683
x=39852 z=97124 y=301 biome=DIKSAM_PLATEAU density=0.560351
x=39772 z=97128 y=301 biome=DIKSAM_PLATEAU density=5.088851
x=39776 z=97128 y=301 biome=DIKSAM_PLATEAU density=8.799204
x=39780 z=97128 y=301 biome=DIKSAM_PLATEAU density=12.020128
x=39784 z=97128 y=301 biome=DIKSAM_PLATEAU density=13.277628
x=39788 z=97128 y=301 biome=DIKSAM_PLATEAU density=9.903349
x=39792 z=97128 y=301 biome=DIKSAM_PLATEAU density=6.455218
x=39796 z=97128 y=301 biome=DIKSAM_PLATEAU density=0.466477
x=39816 z=97128 y=301 biome=DIKSAM_PLATEAU density=0.453242
x=39820 z=97128 y=301 biome=DIKSAM_PLATEAU density=2.584921
x=39824 z=97128 y=301 biome=DIKSAM_PLATEAU density=3.206450
x=39828 z=97128 y=301 biome=DIKSAM_PLATEAU density=2.615148
x=39832 z=97128 y=301 biome=DIKSAM_PLATEAU density=1.797068
x=39836 z=97128 y=301 biome=DIKSAM_PLATEAU density=0.782658
x=39840 z=97128 y=301 biome=DIKSAM_PLATEAU density=0.033231
x=39772 z=97132 y=301 biome=DIKSAM_PLATEAU density=3.766527
x=39776 z=97132 y=301 biome=DIKSAM_PLATEAU density=6.980379
x=39780 z=97132 y=301 biome=DIKSAM_PLATEAU density=9.004585
x=39784 z=97132 y=301 biome=DIKSAM_PLATEAU density=9.387693
x=39788 z=97132 y=301 biome=DIKSAM_PLATEAU density=5.915604
x=39792 z=97132 y=301 biome=DIKSAM_PLATEAU density=2.264157
x=39772 z=97136 y=301 biome=DIKSAM_PLATEAU density=3.330907
x=39776 z=97136 y=301 biome=DIKSAM_PLATEAU density=5.105478
x=39780 z=97136 y=301 biome=DIKSAM_PLATEAU density=5.512284
x=39784 z=97136 y=301 biome=DIKSAM_PLATEAU density=5.585658
x=39788 z=97136 y=301 biome=DIKSAM_PLATEAU density=3.848713
x=39772 z=97140 y=301 biome=DIKSAM_PLATEAU density=0.585141
x=39776 z=97140 y=301 biome=DIKSAM_PLATEAU density=1.003744
x=39780 z=97140 y=301 biome=DIKSAM_PLATEAU density=1.820276
x=39784 z=97140 y=301 biome=DIKSAM_PLATEAU density=2.314504
x=91264 z=33484 y=301 biome=BITTER_HEIGHTS density=1.065283
x=91228 z=33548 y=301 biome=BITTER_HEIGHTS density=1.812795
x=91232 z=33548 y=301 biome=BITTER_HEIGHTS density=1.994763
x=91236 z=33548 y=301 biome=BITTER_HEIGHTS density=1.544057
x=91228 z=33552 y=301 biome=BITTER_HEIGHTS density=2.679117
x=91232 z=33552 y=301 biome=BITTER_HEIGHTS density=5.990070
x=91236 z=33552 y=301 biome=BITTER_HEIGHTS density=1.490149
x=91228 z=33556 y=301 biome=BITTER_HEIGHTS density=4.750872
x=91232 z=33556 y=301 biome=BITTER_HEIGHTS density=6.234355
x=91236 z=33556 y=301 biome=BITTER_HEIGHTS density=3.926802
x=91228 z=33560 y=301 biome=BITTER_HEIGHTS density=4.947549
x=91232 z=33560 y=301 biome=BITTER_HEIGHTS density=6.602827
x=91236 z=33560 y=301 biome=BITTER_HEIGHTS density=8.045007
x=91240 z=33560 y=301 biome=BITTER_HEIGHTS density=2.696998
x=91224 z=33564 y=301 biome=BITTER_HEIGHTS density=1.977612
x=91228 z=33564 y=301 biome=BITTER_HEIGHTS density=10.891255
x=91232 z=33564 y=301 biome=BITTER_HEIGHTS density=12.743665
x=91236 z=33564 y=301 biome=BITTER_HEIGHTS density=12.117253
x=91240 z=33564 y=301 biome=BITTER_HEIGHTS density=8.052337
x=91244 z=33564 y=301 biome=BITTER_HEIGHTS density=2.714488
x=91224 z=33568 y=301 biome=BITTER_HEIGHTS density=2.490718
x=91228 z=33568 y=301 biome=BITTER_HEIGHTS density=11.007948
x=91232 z=33568 y=301 biome=BITTER_HEIGHTS density=16.743736
x=91236 z=33568 y=301 biome=BITTER_HEIGHTS density=16.723839
x=91240 z=33568 y=301 biome=BITTER_HEIGHTS density=10.680877
x=91244 z=33568 y=301 biome=BITTER_HEIGHTS density=3.957146
x=91224 z=33572 y=301 biome=BITTER_HEIGHTS density=4.645894
x=91228 z=33572 y=301 biome=BITTER_HEIGHTS density=16.919379
x=91232 z=33572 y=301 biome=BITTER_HEIGHTS density=21.451652
x=91236 z=33572 y=301 biome=BITTER_HEIGHTS density=19.720311
x=91240 z=33572 y=301 biome=BITTER_HEIGHTS density=14.936243
x=91244 z=33572 y=301 biome=BITTER_HEIGHTS density=3.958822
x=91224 z=33576 y=301 biome=BITTER_HEIGHTS density=2.073314
x=91228 z=33576 y=301 biome=BITTER_HEIGHTS density=16.057898
x=91232 z=33576 y=301 biome=BITTER_HEIGHTS density=20.136099
x=91236 z=33576 y=301 biome=BITTER_HEIGHTS density=15.585700
x=91240 z=33576 y=301 biome=BITTER_HEIGHTS density=13.272151
x=91244 z=33576 y=301 biome=BITTER_HEIGHTS density=1.342316
x=91228 z=33580 y=301 biome=BITTER_HEIGHTS density=5.345608
x=91232 z=33580 y=301 biome=BITTER_HEIGHTS density=11.466948
x=91236 z=33580 y=301 biome=BITTER_HEIGHTS density=9.361811
x=91240 z=33580 y=301 biome=BITTER_HEIGHTS density=0.976422
x=15208 z=70748 y=301 biome=PALE_GARDEN density=3.630355
x=15212 z=70748 y=301 biome=PALE_GARDEN density=4.253032
x=15208 z=70752 y=301 biome=PALE_GARDEN density=4.490077
x=15212 z=70752 y=301 biome=PALE_GARDEN density=3.991155
x=15216 z=70752 y=301 biome=PALE_GARDEN density=6.076555
x=15220 z=70752 y=301 biome=PALE_GARDEN density=1.109244
x=15236 z=70752 y=301 biome=PALE_GARDEN density=1.711170
x=15240 z=70752 y=301 biome=PALE_GARDEN density=0.806177
x=15188 z=70756 y=301 biome=PALE_GARDEN density=0.100666
x=15208 z=70756 y=301 biome=PALE_GARDEN density=6.053832
x=15212 z=70756 y=301 biome=PALE_GARDEN density=5.152734
x=15216 z=70756 y=301 biome=PALE_GARDEN density=9.838348
x=15220 z=70756 y=301 biome=PALE_GARDEN density=1.797074
x=15232 z=70756 y=301 biome=PALE_GARDEN density=3.619151
x=15236 z=70756 y=301 biome=PALE_GARDEN density=2.766609
x=15240 z=70756 y=301 biome=PALE_GARDEN density=0.417496
x=15188 z=70760 y=301 biome=PALE_GARDEN density=0.379161
x=15208 z=70760 y=301 biome=PALE_GARDEN density=3.227015
x=15212 z=70760 y=301 biome=PALE_GARDEN density=3.479237
x=15216 z=70760 y=301 biome=PALE_GARDEN density=9.105400
x=15220 z=70760 y=301 biome=PALE_GARDEN density=2.896826
x=15232 z=70760 y=301 biome=PALE_GARDEN density=5.803760
x=15236 z=70760 y=301 biome=PALE_GARDEN density=2.339575
